"event_id","llm_gate"
25369,"unassigned"
25370,"Intermediate Monocytes"
25371,"unassigned"
25372,"NK cells"
25373,"Macrophages"
25374,"IgDpos IgMpos B cells"
25375,"unassigned"
25376,"unassigned"
25377,"unassigned"
25378,"unassigned"
25379,"unassigned"
25380,"Non-Classical Monocytes"
25381,"unassigned"
25382,"unassigned"
25383,"unassigned"
25384,"unassigned"
25385,"unassigned"
25386,"unassigned"
25387,"IgM- IgD- B-cells"
25388,"Non-Classical Monocytes"
25389,"Classical Monocytes"
25390,"unassigned"
25391,"Eosinophils"
25392,"IgDpos IgMpos B cells"
25393,"IgD- IgMpos B cells"
25394,"unassigned"
25395,"Classical Monocytes"
25396,"unassigned"
25397,"unassigned"
25398,"unassigned"
25399,"unassigned"
25400,"unassigned"
25401,"unassigned"
25402,"IgDpos IgMpos B cells"
25403,"unassigned"
25404,"Non-Classical Monocytes"
25405,"Classical Monocytes"
25406,"unassigned"
25407,"IgDpos IgMpos B cells"
25408,"unassigned"
25409,"IgDpos IgMpos B cells"
25410,"Classical Monocytes"
25411,"IgDpos IgMpos B cells"
25412,"IgDpos IgMpos B cells"
25413,"IgD- IgMpos B cells"
25414,"unassigned"
25415,"unassigned"
25416,"Non-Classical Monocytes"
25417,"Plasma Cells"
25418,"IgM- IgD- B-cells"
25419,"unassigned"
25420,"IgDpos IgMpos B cells"
25421,"pDCs"
25422,"unassigned"
25423,"unassigned"
25424,"unassigned"
25425,"Basophils"
25426,"unassigned"
25427,"Macrophages"
25428,"NKT cells"
25429,"unassigned"
25430,"unassigned"
25431,"IgM- IgD- B-cells"
25432,"unassigned"
25433,"IgM- IgD- B-cells"
25434,"Classical Monocytes"
25435,"unassigned"
25436,"NKT cells"
25437,"unassigned"
25438,"Macrophages"
25439,"Non-Classical Monocytes"
25440,"unassigned"
25441,"pDCs"
25442,"NK cells"
25443,"CD4 T cells"
25444,"IgDpos IgMpos B cells"
25445,"unassigned"
25446,"unassigned"
25447,"Non-Classical Monocytes"
25448,"Eosinophils"
25449,"unassigned"
25450,"unassigned"
25451,"Non-Classical Monocytes"
25452,"unassigned"
25453,"Intermediate Monocytes"
25454,"IgD- IgMpos B cells"
25455,"IgD- IgMpos B cells"
25456,"unassigned"
25457,"unassigned"
25458,"IgM- IgD- B-cells"
25459,"unassigned"
25460,"IgDpos IgMpos B cells"
25461,"Intermediate Monocytes"
25462,"IgDpos IgMpos B cells"
25463,"unassigned"
25464,"unassigned"
25465,"unassigned"
25466,"IgDpos IgMpos B cells"
25467,"IgD- IgMpos B cells"
25468,"unassigned"
25469,"unassigned"
25470,"Intermediate Monocytes"
25471,"IgD- IgMpos B cells"
25472,"IgDpos IgMpos B cells"
25473,"IgM- IgD- B-cells"
25474,"unassigned"
25475,"Eosinophils"
25476,"unassigned"
25477,"IgD- IgMpos B cells"
25478,"unassigned"
25479,"IgM- IgD- B-cells"
25480,"unassigned"
25481,"Intermediate Monocytes"
25482,"CD8 T cells"
25483,"Classical Monocytes"
25484,"unassigned"
25485,"CD8 T cells"
25486,"unassigned"
25487,"Non-Classical Monocytes"
25488,"IgD- IgMpos B cells"
25489,"Eosinophils"
25490,"Non-Classical Monocytes"
25491,"unassigned"
25492,"NKT cells"
25493,"IgDpos IgMpos B cells"
25494,"mDCs"
25495,"Non-Classical Monocytes"
25496,"unassigned"
25497,"IgD- IgMpos B cells"
25498,"IgDpos IgMpos B cells"
25499,"Eosinophils"
25500,"CMP"
25501,"IgDpos IgMpos B cells"
25502,"Eosinophils"
25503,"Non-Classical Monocytes"
25504,"unassigned"
25505,"unassigned"
25506,"unassigned"
25507,"Classical Monocytes"
25508,"unassigned"
25509,"IgD- IgMpos B cells"
25510,"unassigned"
25511,"Eosinophils"
25512,"IgDpos IgMpos B cells"
25513,"unassigned"
25514,"IgD- IgMpos B cells"
25515,"Plasma Cells"
25516,"IgDpos IgMpos B cells"
25517,"unassigned"
25518,"IgM- IgD- B-cells"
25519,"unassigned"
25520,"unassigned"
25521,"Non-Classical Monocytes"
25522,"unassigned"
25523,"NKT cells"
25524,"IgM- IgD- B-cells"
25525,"unassigned"
25526,"unassigned"
25527,"unassigned"
25528,"IgDpos IgMpos B cells"
25529,"Intermediate Monocytes"
25530,"unassigned"
25531,"Intermediate Monocytes"
25532,"IgDpos IgMpos B cells"
25533,"Classical Monocytes"
25534,"unassigned"
25535,"unassigned"
25536,"unassigned"
25537,"Intermediate Monocytes"
25538,"Classical Monocytes"
25539,"unassigned"
25540,"unassigned"
25541,"unassigned"
25542,"unassigned"
25543,"unassigned"
25544,"unassigned"
25545,"unassigned"
25546,"unassigned"
25547,"Eosinophils"
25548,"unassigned"
25549,"Eosinophils"
25550,"IgDpos IgMpos B cells"
25551,"unassigned"
25552,"Classical Monocytes"
25553,"unassigned"
25554,"unassigned"
25555,"Intermediate Monocytes"
25556,"unassigned"
25557,"IgD- IgMpos B cells"
25558,"unassigned"
25559,"Classical Monocytes"
25560,"Intermediate Monocytes"
25561,"unassigned"
25562,"mDCs"
25563,"unassigned"
25564,"Intermediate Monocytes"
25565,"Plasma Cells"
25566,"unassigned"
25567,"unassigned"
25568,"unassigned"
25569,"unassigned"
25570,"IgDpos IgMpos B cells"
25571,"Classical Monocytes"
25572,"unassigned"
25573,"IgDpos IgMpos B cells"
25574,"NKT cells"
25575,"unassigned"
25576,"unassigned"
25577,"unassigned"
25578,"IgM- IgD- B-cells"
25579,"unassigned"
25580,"mDCs"
25581,"mDCs"
25582,"IgDpos IgMpos B cells"
25583,"unassigned"
25584,"Non-Classical Monocytes"
25585,"Classical Monocytes"
25586,"Classical Monocytes"
25587,"unassigned"
25588,"unassigned"
25589,"unassigned"
25590,"unassigned"
25591,"unassigned"
25592,"IgDpos IgMpos B cells"
25593,"unassigned"
25594,"unassigned"
25595,"unassigned"
25596,"Non-Classical Monocytes"
25597,"unassigned"
25598,"unassigned"
25599,"unassigned"
25600,"IgD- IgMpos B cells"
25601,"unassigned"
25602,"Classical Monocytes"
25603,"Non-Classical Monocytes"
25604,"unassigned"
25605,"unassigned"
25606,"IgDpos IgMpos B cells"
25607,"Classical Monocytes"
25608,"IgDpos IgMpos B cells"
25609,"unassigned"
25610,"HSC"
25611,"Macrophages"
25612,"unassigned"
25613,"unassigned"
25614,"unassigned"
25615,"Intermediate Monocytes"
25616,"unassigned"
25617,"pDCs"
25618,"unassigned"
25619,"unassigned"
25620,"IgDpos IgMpos B cells"
25621,"unassigned"
25622,"IgM- IgD- B-cells"
25623,"unassigned"
25624,"unassigned"
25625,"unassigned"
25626,"IgD- IgMpos B cells"
25627,"Intermediate Monocytes"
25628,"IgD- IgMpos B cells"
25629,"unassigned"
25630,"IgDpos IgMpos B cells"
25631,"unassigned"
25632,"Classical Monocytes"
25633,"Classical Monocytes"
25634,"Eosinophils"
25635,"NKT cells"
25636,"MPP"
25637,"NKT cells"
25638,"Non-Classical Monocytes"
25639,"IgM- IgD- B-cells"
25640,"unassigned"
25641,"unassigned"
25642,"IgD- IgMpos B cells"
25643,"unassigned"
25644,"unassigned"
25645,"unassigned"
25646,"unassigned"
25647,"NKT cells"
25648,"Plasma Cells"
25649,"unassigned"
25650,"IgD- IgMpos B cells"
25651,"IgDpos IgMpos B cells"
25652,"IgDpos IgMpos B cells"
25653,"Eosinophils"
25654,"Non-Classical Monocytes"
25655,"unassigned"
25656,"Basophils"
25657,"CD8 T cells"
25658,"CD8 T cells"
25659,"unassigned"
25660,"Classical Monocytes"
25661,"unassigned"
25662,"unassigned"
25663,"Classical Monocytes"
25664,"unassigned"
25665,"Intermediate Monocytes"
25666,"IgDpos IgMpos B cells"
25667,"IgM- IgD- B-cells"
25668,"unassigned"
25669,"unassigned"
25670,"unassigned"
25671,"unassigned"
25672,"IgD- IgMpos B cells"
25673,"unassigned"
25674,"IgM- IgD- B-cells"
25675,"Classical Monocytes"
25676,"unassigned"
25677,"IgDpos IgMpos B cells"
25678,"IgDpos IgMpos B cells"
25679,"IgM- IgD- B-cells"
25680,"Classical Monocytes"
25681,"unassigned"
25682,"NKT cells"
25683,"unassigned"
25684,"Classical Monocytes"
25685,"Eosinophils"
25686,"unassigned"
25687,"Non-Classical Monocytes"
25688,"gd T cells"
25689,"unassigned"
25690,"CMP"
25691,"NK cells"
25692,"Macrophages"
25693,"IgD- IgMpos B cells"
25694,"Non-Classical Monocytes"
25695,"IgDpos IgMpos B cells"
25696,"Non-Classical Monocytes"
25697,"unassigned"
25698,"unassigned"
25699,"IgDpos IgMpos B cells"
25700,"CD8 T cells"
25701,"unassigned"
25702,"unassigned"
25703,"IgDpos IgMpos B cells"
25704,"unassigned"
25705,"unassigned"
25706,"unassigned"
25707,"IgDpos IgMpos B cells"
25708,"unassigned"
25709,"gd T cells"
25710,"NKT cells"
25711,"Non-Classical Monocytes"
25712,"unassigned"
25713,"pDCs"
25714,"IgD- IgMpos B cells"
25715,"unassigned"
25716,"unassigned"
25717,"Non-Classical Monocytes"
25718,"Non-Classical Monocytes"
25719,"Intermediate Monocytes"
25720,"unassigned"
25721,"unassigned"
25722,"IgDpos IgMpos B cells"
25723,"Intermediate Monocytes"
25724,"IgM- IgD- B-cells"
25725,"Plasma Cells"
25726,"IgD- IgMpos B cells"
25727,"unassigned"
25728,"IgDpos IgMpos B cells"
25729,"IgD- IgMpos B cells"
25730,"Intermediate Monocytes"
25731,"unassigned"
25732,"unassigned"
25733,"IgM- IgD- B-cells"
25734,"unassigned"
25735,"unassigned"
25736,"unassigned"
25737,"unassigned"
25738,"Macrophages"
25739,"IgM- IgD- B-cells"
25740,"IgDpos IgMpos B cells"
25741,"unassigned"
25742,"mDCs"
25743,"unassigned"
25744,"IgDpos IgMpos B cells"
25745,"unassigned"
25746,"unassigned"
25747,"IgD- IgMpos B cells"
25748,"MPP"
25749,"IgD- IgMpos B cells"
25750,"mDCs"
25751,"Non-Classical Monocytes"
25752,"unassigned"
25753,"HSC"
25754,"unassigned"
25755,"CD8 T cells"
25756,"IgDpos IgMpos B cells"
25757,"MPP"
25758,"IgDpos IgMpos B cells"
25759,"unassigned"
25760,"IgDpos IgMpos B cells"
25761,"Intermediate Monocytes"
25762,"CMP"
25763,"Eosinophils"
25764,"unassigned"
25765,"Intermediate Monocytes"
25766,"IgD- IgMpos B cells"
25767,"unassigned"
25768,"Eosinophils"
25769,"IgD- IgMpos B cells"
25770,"unassigned"
25771,"unassigned"
25772,"Intermediate Monocytes"
25773,"Non-Classical Monocytes"
25774,"IgD- IgMpos B cells"
25775,"unassigned"
25776,"unassigned"
25777,"unassigned"
25778,"unassigned"
25779,"unassigned"
25780,"IgDpos IgMpos B cells"
25781,"unassigned"
25782,"unassigned"
25783,"Non-Classical Monocytes"
25784,"NKT cells"
25785,"Plasma Cells"
25786,"unassigned"
25787,"unassigned"
25788,"unassigned"
25789,"IgDpos IgMpos B cells"
25790,"unassigned"
25791,"unassigned"
25792,"Classical Monocytes"
25793,"unassigned"
25794,"unassigned"
25795,"IgM- IgD- B-cells"
25796,"NK cells"
25797,"unassigned"
25798,"IgDpos IgMpos B cells"
25799,"IgD- IgMpos B cells"
25800,"IgM- IgD- B-cells"
25801,"mDCs"
25802,"unassigned"
25803,"IgM- IgD- B-cells"
25804,"unassigned"
25805,"Intermediate Monocytes"
25806,"Classical Monocytes"
25807,"Plasma Cells"
25808,"unassigned"
25809,"IgDpos IgMpos B cells"
25810,"unassigned"
25811,"Intermediate Monocytes"
25812,"IgM- IgD- B-cells"
25813,"CD8 T cells"
25814,"CD8 T cells"
25815,"IgM- IgD- B-cells"
25816,"Eosinophils"
25817,"NKT cells"
25818,"IgM- IgD- B-cells"
25819,"IgDpos IgMpos B cells"
25820,"unassigned"
25821,"Non-Classical Monocytes"
25822,"unassigned"
25823,"unassigned"
25824,"IgD- IgMpos B cells"
25825,"IgM- IgD- B-cells"
25826,"Classical Monocytes"
25827,"pDCs"
25828,"unassigned"
25829,"Eosinophils"
25830,"Non-Classical Monocytes"
25831,"Non-Classical Monocytes"
25832,"CLP"
25833,"MPP"
25834,"unassigned"
25835,"unassigned"
25836,"unassigned"
25837,"unassigned"
25838,"unassigned"
25839,"unassigned"
25840,"unassigned"
25841,"Eosinophils"
25842,"Eosinophils"
25843,"unassigned"
25844,"Classical Monocytes"
25845,"unassigned"
25846,"unassigned"
25847,"IgM- IgD- B-cells"
25848,"unassigned"
25849,"IgD- IgMpos B cells"
25850,"unassigned"
25851,"unassigned"
25852,"mDCs"
25853,"IgDpos IgMpos B cells"
25854,"unassigned"
25855,"IgDpos IgMpos B cells"
25856,"Eosinophils"
25857,"IgD- IgMpos B cells"
25858,"Eosinophils"
25859,"Classical Monocytes"
25860,"Eosinophils"
25861,"IgM- IgD- B-cells"
25862,"unassigned"
25863,"unassigned"
25864,"Macrophages"
25865,"unassigned"
25866,"unassigned"
25867,"unassigned"
25868,"unassigned"
25869,"IgDpos IgMpos B cells"
25870,"IgD- IgMpos B cells"
25871,"unassigned"
25872,"IgD- IgMpos B cells"
25873,"IgDpos IgMpos B cells"
25874,"Eosinophils"
25875,"Non-Classical Monocytes"
25876,"unassigned"
25877,"Non-Classical Monocytes"
25878,"unassigned"
25879,"unassigned"
25880,"unassigned"
25881,"unassigned"
25882,"unassigned"
25883,"IgM- IgD- B-cells"
25884,"B-cell Frac A-C (pro-B cells)"
25885,"HSC"
25886,"Non-Classical Monocytes"
25887,"unassigned"
25888,"Non-Classical Monocytes"
25889,"unassigned"
25890,"IgD- IgMpos B cells"
25891,"IgDpos IgMpos B cells"
25892,"unassigned"
25893,"HSC"
25894,"unassigned"
25895,"unassigned"
25896,"unassigned"
25897,"NKT cells"
25898,"IgDpos IgMpos B cells"
25899,"Basophils"
25900,"IgDpos IgMpos B cells"
25901,"unassigned"
25902,"Eosinophils"
25903,"IgDpos IgMpos B cells"
25904,"unassigned"
25905,"unassigned"
25906,"Eosinophils"
25907,"Eosinophils"
25908,"unassigned"
25909,"unassigned"
25910,"IgD- IgMpos B cells"
25911,"IgM- IgD- B-cells"
25912,"IgM- IgD- B-cells"
25913,"unassigned"
25914,"IgM- IgD- B-cells"
25915,"unassigned"
25916,"unassigned"
25917,"IgDpos IgMpos B cells"
25918,"IgM- IgD- B-cells"
25919,"IgM- IgD- B-cells"
25920,"NKT cells"
25921,"Classical Monocytes"
25922,"Plasma Cells"
25923,"unassigned"
25924,"unassigned"
25925,"unassigned"
25926,"Non-Classical Monocytes"
25927,"unassigned"
25928,"unassigned"
25929,"Eosinophils"
25930,"Classical Monocytes"
25931,"Intermediate Monocytes"
25932,"Non-Classical Monocytes"
25933,"IgDpos IgMpos B cells"
25934,"IgD- IgMpos B cells"
25935,"unassigned"
25936,"unassigned"
25937,"IgDpos IgMpos B cells"
25938,"IgDpos IgMpos B cells"
25939,"Intermediate Monocytes"
25940,"unassigned"
25941,"Classical Monocytes"
25942,"Eosinophils"
25943,"unassigned"
25944,"Macrophages"
25945,"CD4 T cells"
25946,"unassigned"
25947,"IgDpos IgMpos B cells"
25948,"unassigned"
25949,"unassigned"
25950,"IgDpos IgMpos B cells"
25951,"IgDpos IgMpos B cells"
25952,"Non-Classical Monocytes"
25953,"IgM- IgD- B-cells"
25954,"IgDpos IgMpos B cells"
25955,"unassigned"
25956,"unassigned"
25957,"IgD- IgMpos B cells"
25958,"unassigned"
25959,"Eosinophils"
25960,"IgM- IgD- B-cells"
25961,"unassigned"
25962,"Non-Classical Monocytes"
25963,"unassigned"
25964,"Non-Classical Monocytes"
25965,"unassigned"
25966,"Non-Classical Monocytes"
25967,"Classical Monocytes"
25968,"IgDpos IgMpos B cells"
25969,"IgM- IgD- B-cells"
25970,"Eosinophils"
25971,"IgM- IgD- B-cells"
25972,"MPP"
25973,"unassigned"
25974,"IgM- IgD- B-cells"
25975,"Classical Monocytes"
25976,"unassigned"
25977,"unassigned"
25978,"unassigned"
25979,"unassigned"
25980,"IgM- IgD- B-cells"
25981,"unassigned"
25982,"IgDpos IgMpos B cells"
25983,"Macrophages"
25984,"IgD- IgMpos B cells"
25985,"unassigned"
25986,"IgDpos IgMpos B cells"
25987,"HSC"
25988,"MEP"
25989,"IgD- IgMpos B cells"
25990,"unassigned"
25991,"Classical Monocytes"
25992,"Eosinophils"
25993,"unassigned"
25994,"unassigned"
25995,"unassigned"
25996,"NKT cells"
25997,"NKT cells"
25998,"unassigned"
25999,"unassigned"
26000,"IgDpos IgMpos B cells"
26001,"gd T cells"
26002,"MPP"
26003,"Macrophages"
26004,"IgD- IgMpos B cells"
26005,"unassigned"
26006,"unassigned"
26007,"unassigned"
26008,"unassigned"
26009,"unassigned"
26010,"Eosinophils"
26011,"Classical Monocytes"
26012,"IgDpos IgMpos B cells"
26013,"unassigned"
26014,"IgD- IgMpos B cells"
26015,"Classical Monocytes"
26016,"unassigned"
26017,"unassigned"
26018,"Intermediate Monocytes"
26019,"unassigned"
26020,"unassigned"
26021,"unassigned"
26022,"unassigned"
26023,"unassigned"
26024,"IgM- IgD- B-cells"
26025,"unassigned"
26026,"unassigned"
26027,"unassigned"
26028,"unassigned"
26029,"Classical Monocytes"
26030,"IgM- IgD- B-cells"
26031,"Macrophages"
26032,"Non-Classical Monocytes"
26033,"unassigned"
26034,"unassigned"
26035,"unassigned"
26036,"unassigned"
26037,"unassigned"
26038,"unassigned"
26039,"Classical Monocytes"
26040,"gd T cells"
26041,"Eosinophils"
26042,"IgDpos IgMpos B cells"
26043,"Non-Classical Monocytes"
26044,"IgDpos IgMpos B cells"
26045,"unassigned"
26046,"unassigned"
26047,"unassigned"
26048,"unassigned"
26049,"unassigned"
26050,"Intermediate Monocytes"
26051,"unassigned"
26052,"unassigned"
26053,"unassigned"
26054,"IgD- IgMpos B cells"
26055,"unassigned"
26056,"Intermediate Monocytes"
26057,"IgDpos IgMpos B cells"
26058,"Intermediate Monocytes"
26059,"pDCs"
26060,"Eosinophils"
26061,"unassigned"
26062,"unassigned"
26063,"IgDpos IgMpos B cells"
26064,"unassigned"
26065,"Macrophages"
26066,"Non-Classical Monocytes"
26067,"unassigned"
26068,"Eosinophils"
26069,"unassigned"
26070,"IgDpos IgMpos B cells"
26071,"Eosinophils"
26072,"unassigned"
26073,"IgDpos IgMpos B cells"
26074,"unassigned"
26075,"IgDpos IgMpos B cells"
26076,"unassigned"
26077,"gd T cells"
26078,"NKT cells"
26079,"unassigned"
26080,"NKT cells"
26081,"unassigned"
26082,"Non-Classical Monocytes"
26083,"unassigned"
26084,"unassigned"
26085,"IgM- IgD- B-cells"
26086,"unassigned"
26087,"Non-Classical Monocytes"
26088,"unassigned"
26089,"unassigned"
26090,"IgD- IgMpos B cells"
26091,"unassigned"
26092,"unassigned"
26093,"IgD- IgMpos B cells"
26094,"Macrophages"
26095,"CMP"
26096,"unassigned"
26097,"Non-Classical Monocytes"
26098,"unassigned"
26099,"unassigned"
26100,"NKT cells"
26101,"unassigned"
26102,"unassigned"
26103,"unassigned"
26104,"IgD- IgMpos B cells"
26105,"unassigned"
26106,"Classical Monocytes"
26107,"unassigned"
26108,"unassigned"
26109,"CD4 T cells"
26110,"unassigned"
26111,"unassigned"
26112,"unassigned"
26113,"unassigned"
26114,"unassigned"
26115,"IgDpos IgMpos B cells"
26116,"IgD- IgMpos B cells"
26117,"unassigned"
26118,"unassigned"
26119,"unassigned"
26120,"CD8 T cells"
26121,"IgD- IgMpos B cells"
26122,"Classical Monocytes"
26123,"unassigned"
26124,"Non-Classical Monocytes"
26125,"Intermediate Monocytes"
26126,"IgD- IgMpos B cells"
26127,"unassigned"
26128,"unassigned"
26129,"IgDpos IgMpos B cells"
26130,"unassigned"
26131,"IgDpos IgMpos B cells"
26132,"Classical Monocytes"
26133,"unassigned"
26134,"unassigned"
26135,"unassigned"
26136,"IgDpos IgMpos B cells"
26137,"Classical Monocytes"
26138,"unassigned"
26139,"unassigned"
26140,"Non-Classical Monocytes"
26141,"Classical Monocytes"
26142,"unassigned"
26143,"Plasma Cells"
26144,"unassigned"
26145,"IgD- IgMpos B cells"
26146,"CMP"
26147,"IgDpos IgMpos B cells"
26148,"Macrophages"
26149,"IgDpos IgMpos B cells"
26150,"IgDpos IgMpos B cells"
26151,"unassigned"
26152,"unassigned"
26153,"unassigned"
26154,"unassigned"
26155,"unassigned"
26156,"unassigned"
26157,"unassigned"
26158,"unassigned"
26159,"CD8 T cells"
26160,"unassigned"
26161,"IgDpos IgMpos B cells"
26162,"unassigned"
26163,"IgD- IgMpos B cells"
26164,"unassigned"
26165,"unassigned"
26166,"unassigned"
26167,"unassigned"
26168,"unassigned"
26169,"unassigned"
26170,"Intermediate Monocytes"
26171,"NK cells"
26172,"unassigned"
26173,"IgM- IgD- B-cells"
26174,"unassigned"
26175,"unassigned"
26176,"unassigned"
26177,"unassigned"
26178,"Non-Classical Monocytes"
26179,"MPP"
26180,"unassigned"
26181,"unassigned"
26182,"CD8 T cells"
26183,"unassigned"
26184,"IgDpos IgMpos B cells"
26185,"NK cells"
26186,"unassigned"
26187,"unassigned"
26188,"IgM- IgD- B-cells"
26189,"CD8 T cells"
26190,"unassigned"
26191,"unassigned"
26192,"unassigned"
26193,"Non-Classical Monocytes"
26194,"unassigned"
26195,"Non-Classical Monocytes"
26196,"Eosinophils"
26197,"IgD- IgMpos B cells"
26198,"Intermediate Monocytes"
26199,"IgDpos IgMpos B cells"
26200,"Intermediate Monocytes"
26201,"unassigned"
26202,"IgDpos IgMpos B cells"
26203,"Eosinophils"
26204,"Classical Monocytes"
26205,"Intermediate Monocytes"
26206,"unassigned"
26207,"unassigned"
26208,"IgM- IgD- B-cells"
26209,"unassigned"
26210,"unassigned"
26211,"IgD- IgMpos B cells"
26212,"unassigned"
26213,"IgD- IgMpos B cells"
26214,"IgDpos IgMpos B cells"
26215,"Classical Monocytes"
26216,"unassigned"
26217,"unassigned"
26218,"MEP"
26219,"unassigned"
26220,"Intermediate Monocytes"
26221,"unassigned"
26222,"unassigned"
26223,"IgD- IgMpos B cells"
26224,"unassigned"
26225,"IgM- IgD- B-cells"
26226,"IgM- IgD- B-cells"
26227,"unassigned"
26228,"CMP"
26229,"IgDpos IgMpos B cells"
26230,"Macrophages"
26231,"IgDpos IgMpos B cells"
26232,"Classical Monocytes"
26233,"IgD- IgMpos B cells"
26234,"Non-Classical Monocytes"
26235,"unassigned"
26236,"unassigned"
26237,"unassigned"
26238,"unassigned"
26239,"Eosinophils"
26240,"Classical Monocytes"
26241,"unassigned"
26242,"Eosinophils"
26243,"IgDpos IgMpos B cells"
26244,"mDCs"
26245,"unassigned"
26246,"unassigned"
26247,"Macrophages"
26248,"IgD- IgMpos B cells"
26249,"unassigned"
26250,"unassigned"
26251,"IgD- IgMpos B cells"
26252,"unassigned"
26253,"Classical Monocytes"
26254,"unassigned"
26255,"IgDpos IgMpos B cells"
26256,"unassigned"
26257,"unassigned"
26258,"Non-Classical Monocytes"
26259,"NK cells"
26260,"unassigned"
26261,"IgDpos IgMpos B cells"
26262,"unassigned"
26263,"IgDpos IgMpos B cells"
26264,"mDCs"
26265,"unassigned"
26266,"unassigned"
26267,"IgD- IgMpos B cells"
26268,"NKT cells"
26269,"Non-Classical Monocytes"
26270,"Classical Monocytes"
26271,"unassigned"
26272,"unassigned"
26273,"unassigned"
26274,"unassigned"
26275,"Classical Monocytes"
26276,"unassigned"
26277,"unassigned"
26278,"unassigned"
26279,"unassigned"
26280,"Intermediate Monocytes"
26281,"mDCs"
26282,"unassigned"
26283,"unassigned"
26284,"Non-Classical Monocytes"
26285,"unassigned"
26286,"Classical Monocytes"
26287,"unassigned"
26288,"IgDpos IgMpos B cells"
26289,"unassigned"
26290,"unassigned"
26291,"unassigned"
26292,"unassigned"
26293,"unassigned"
26294,"IgDpos IgMpos B cells"
26295,"unassigned"
26296,"unassigned"
26297,"IgDpos IgMpos B cells"
26298,"IgD- IgMpos B cells"
26299,"unassigned"
26300,"IgM- IgD- B-cells"
26301,"unassigned"
26302,"unassigned"
26303,"NKT cells"
26304,"unassigned"
26305,"IgD- IgMpos B cells"
26306,"IgM- IgD- B-cells"
26307,"unassigned"
26308,"unassigned"
26309,"IgM- IgD- B-cells"
26310,"unassigned"
26311,"IgDpos IgMpos B cells"
26312,"unassigned"
26313,"unassigned"
26314,"unassigned"
26315,"Non-Classical Monocytes"
26316,"unassigned"
26317,"Classical Monocytes"
26318,"IgDpos IgMpos B cells"
26319,"unassigned"
26320,"IgD- IgMpos B cells"
26321,"IgDpos IgMpos B cells"
26322,"IgM- IgD- B-cells"
26323,"unassigned"
26324,"Non-Classical Monocytes"
26325,"Classical Monocytes"
26326,"Classical Monocytes"
26327,"unassigned"
26328,"unassigned"
26329,"IgD- IgMpos B cells"
26330,"unassigned"
26331,"Classical Monocytes"
26332,"unassigned"
26333,"NKT cells"
26334,"unassigned"
26335,"unassigned"
26336,"IgDpos IgMpos B cells"
26337,"unassigned"
26338,"unassigned"
26339,"IgDpos IgMpos B cells"
26340,"IgDpos IgMpos B cells"
26341,"mDCs"
26342,"Non-Classical Monocytes"
26343,"HSC"
26344,"unassigned"
26345,"IgDpos IgMpos B cells"
26346,"Classical Monocytes"
26347,"NKT cells"
26348,"CD8 T cells"
26349,"unassigned"
26350,"IgDpos IgMpos B cells"
26351,"IgM- IgD- B-cells"
26352,"Eosinophils"
26353,"Eosinophils"
26354,"unassigned"
26355,"unassigned"
26356,"unassigned"
26357,"unassigned"
26358,"unassigned"
26359,"unassigned"
26360,"unassigned"
26361,"unassigned"
26362,"IgDpos IgMpos B cells"
26363,"unassigned"
26364,"NKT cells"
26365,"IgDpos IgMpos B cells"
26366,"Intermediate Monocytes"
26367,"unassigned"
26368,"IgM- IgD- B-cells"
26369,"unassigned"
26370,"Classical Monocytes"
26371,"Non-Classical Monocytes"
26372,"Non-Classical Monocytes"
26373,"unassigned"
26374,"Eosinophils"
26375,"NKT cells"
26376,"unassigned"
26377,"unassigned"
26378,"Macrophages"
26379,"Non-Classical Monocytes"
26380,"IgDpos IgMpos B cells"
26381,"NKT cells"
26382,"HSC"
26383,"unassigned"
26384,"Non-Classical Monocytes"
26385,"unassigned"
26386,"unassigned"
26387,"unassigned"
26388,"IgD- IgMpos B cells"
26389,"unassigned"
26390,"Eosinophils"
26391,"unassigned"
26392,"IgD- IgMpos B cells"
26393,"unassigned"
26394,"unassigned"
26395,"Intermediate Monocytes"
26396,"unassigned"
26397,"Non-Classical Monocytes"
26398,"Macrophages"
26399,"unassigned"
26400,"unassigned"
26401,"IgD- IgMpos B cells"
26402,"unassigned"
26403,"Non-Classical Monocytes"
26404,"unassigned"
26405,"IgDpos IgMpos B cells"
26406,"unassigned"
26407,"unassigned"
26408,"Non-Classical Monocytes"
26409,"unassigned"
26410,"Non-Classical Monocytes"
26411,"unassigned"
26412,"unassigned"
26413,"unassigned"
26414,"Eosinophils"
26415,"unassigned"
26416,"CD4 T cells"
26417,"unassigned"
26418,"Intermediate Monocytes"
26419,"Eosinophils"
26420,"Eosinophils"
26421,"Eosinophils"
26422,"unassigned"
26423,"B-cell Frac A-C (pro-B cells)"
26424,"unassigned"
26425,"Eosinophils"
26426,"unassigned"
26427,"unassigned"
26428,"unassigned"
26429,"IgM- IgD- B-cells"
26430,"unassigned"
26431,"IgM- IgD- B-cells"
26432,"unassigned"
26433,"unassigned"
26434,"Basophils"
26435,"Non-Classical Monocytes"
26436,"unassigned"
26437,"IgDpos IgMpos B cells"
26438,"unassigned"
26439,"Eosinophils"
26440,"unassigned"
26441,"IgDpos IgMpos B cells"
26442,"unassigned"
26443,"Eosinophils"
26444,"unassigned"
26445,"unassigned"
26446,"unassigned"
26447,"unassigned"
26448,"Intermediate Monocytes"
26449,"Classical Monocytes"
26450,"unassigned"
26451,"unassigned"
26452,"Eosinophils"
